JEE Main %,JEE Advanced %,Mock Avg %,School Board,HSC %,Attempts,Coaching,Study Hour Bin,Family Income,Parent Education,Location Type,Peer Pressure Level,Mental Health,Admission,Dropout
64.22591,43.9354,79.045876,CBSE,66.45189,1,FIITJEE,Low,Low,Graduate,Semi-Urban,Medium,No,No,1
68.60023,85.53045,76.31895,CBSE,85.57977,2,FIITJEE,High,Low,PG,Semi-Urban,Low,No,No,1
58.328503,70.74641,68.02666,CBSE,87.99644,1,FIITJEE,High,Low,HSC,Rural,Low,No,No,1
78.80382,73.16958,64.671745,CBSE,80.959694,1,Allen,Very Low,High,HSC,Urban,High,Yes,No,1
87.811584,59.392563,78.93314,ICSE,96.95964,1,Local,Low,High,PG,Rural,High,No,No,1
53.601116,55.23088,68.71879,CBSE,68.63331,2,FIITJEE,Low,Low,PG,Semi-Urban,Low,No,No,1
72.56622,67.886345,73.31928,ICSE,69.384735,2,Local,Very Low,High,Graduate,Urban,High,No,No,1
66.10646,70.78245,80.149925,ICSE,74.88527,1,Local,Medium,High,Graduate,Semi-Urban,Low,Yes,No,1
70.93848,38.540344,70.72869,State,65.64539,1,FIITJEE,High,Low,PG,Semi-Urban,Low,No,No,1
75.57405,71.257095,71.82334,ICSE,66.14982,1,Allen,Low,Low,Graduate,Semi-Urban,High,No,No,1
63.907364,44.077717,68.13097,CBSE,75.61038,1,Allen,Low,Low,Graduate,Urban,High,No,No,1
81.21647,55.868816,89.782265,CBSE,67.91278,1,Allen,Medium,Low,PG,Rural,Low,No,No,1
87.25688,82.05495,86.53505,State,78.2846,1,FIITJEE,Very Low,Low,PG,Rural,High,No,Yes,1
36.341743,37.68599,68.55945,CBSE,69.351685,1,Local,Low,High,HSC,Rural,High,No,No,1
67.13644,85.5626,63.437344,ICSE,76.11281,1,FIITJEE,Low,Low,PG,Rural,High,Yes,No,1
42.54836,51.46678,62.874516,State,60.28611,2,Local,High,Low,Graduate,Rural,High,No,No,1
64.560905,76.067505,63.30732,ICSE,75.5208,1,Allen,Medium,Low,HSC,Rural,High,No,No,1
77.20362,83.155815,62.58141,State,83.787704,1,Allen,Medium,Low,Graduate,Semi-Urban,Low,Yes,No,1
61.195137,70.21127,78.618355,ICSE,67.67783,1,Allen,Medium,Low,PG,Semi-Urban,High,No,No,1
66.8284,81.1117,51.39398,ICSE,95.960045,2,FIITJEE,Very Low,Mid,HSC,Rural,High,Yes,No,1
67.38627,55.51796,65.81338,CBSE,62.537636,1,Local,Low,Low,PG,Semi-Urban,Low,Yes,No,1
58.127434,35.554676,49.195118,CBSE,81.1867,1,Allen,Low,High,Graduate,Semi-Urban,High,No,No,1
80.81241,40.825775,58.909267,ICSE,73.158295,1,FIITJEE,High,Low,PG,Semi-Urban,High,No,No,1
75.578804,14.990379,55.380054,ICSE,72.43699,1,Allen,Low,Low,Graduate,Urban,High,Yes,No,1
56.114376,40.18781,51.883327,ICSE,80.41245,1,Allen,Low,High,Graduate,Semi-Urban,High,No,No,1
83.50629,96.94863,72.579796,ICSE,54.599762,1,Allen,High,Low,Graduate,Rural,High,Yes,No,1
37.720318,55.164257,78.8425,State,81.990944,1,FIITJEE,Medium,Low,PG,Rural,Low,No,No,1
76.26729,63.77848,72.30907,ICSE,74.27442,2,FIITJEE,Medium,Low,Graduate,Rural,Low,No,No,1
50.608635,70.57388,74.09964,CBSE,86.163055,1,FIITJEE,Very Low,High,SSLC,Semi-Urban,High,No,No,1
79.991394,84.669716,56.265854,CBSE,77.58071,1,Allen,Very Low,Low,PG,Rural,High,No,No,1
92.104614,78.53944,44.906967,ICSE,73.524506,1,FIITJEE,Medium,High,SSLC,Semi-Urban,High,Yes,No,1
62.359127,55.49244,79.4732,ICSE,69.1999,1,Allen,Low,Low,HSC,Rural,Low,No,No,1
94.80659,61.578236,66.74551,ICSE,76.10468,1,Allen,Very Low,Low,PG,Rural,High,Yes,No,1
62.64857,85.01289,64.16156,ICSE,89.2768,1,Local,Very Low,High,HSC,Semi-Urban,High,Yes,No,1
72.60982,40.26278,73.86379,CBSE,83.666595,1,FIITJEE,Medium,Low,HSC,Semi-Urban,Medium,Yes,No,1
62.613235,68.64051,62.908543,CBSE,79.94436,1,FIITJEE,Medium,Low,PG,Semi-Urban,High,No,No,1
76.13118,64.1668,75.77584,CBSE,85.26027,1,Local,Very Low,High,HSC,Urban,High,No,No,1
48.25048,82.29587,62.15873,ICSE,82.888596,1,Self Study,Low,Low,HSC,Semi-Urban,Low,No,No,1
77.48248,66.410614,99.34617,ICSE,67.354164,2,Allen,Medium,Low,Graduate,Semi-Urban,Low,No,No,1
98.88181,52.349415,68.59871,ICSE,64.5118,1,FIITJEE,Very Low,Low,PG,Urban,High,No,No,1
77.25292,95.13667,83.80198,CBSE,65.36106,1,Allen,Very Low,High,Graduate,Rural,High,No,Yes,1
84.14676,75.20225,87.6493,CBSE,72.73834,1,FIITJEE,Very Low,Low,HSC,Rural,High,No,No,1
96.824356,69.78687,68.552086,ICSE,52.437542,2,FIITJEE,Very Low,Mid,HSC,Semi-Urban,High,No,No,1
70.55728,38.626114,67.907875,State,69.48591,1,FIITJEE,High,Low,PG,Rural,Low,No,No,1
50.73269,41.247906,53.80064,ICSE,75.94796,1,FIITJEE,Low,Low,Graduate,Semi-Urban,High,No,No,1
66.67252,71.953964,83.750916,State,86.41997,1,FIITJEE,Medium,Low,HSC,Rural,High,Yes,No,1
76.25564,30.631767,64.94182,ICSE,75.8177,2,FIITJEE,Very Low,High,PG,Urban,High,No,No,1
86.58131,56.04058,95.52552,CBSE,72.15959,1,FIITJEE,Very Low,Low,Graduate,Rural,High,No,Yes,1
79.81423,78.783875,51.171238,CBSE,83.31868,2,Allen,Medium,Low,HSC,Rural,High,No,No,1
67.09468,85.25837,64.131294,ICSE,75.76086,1,FIITJEE,Low,Low,PG,Rural,High,Yes,No,1
53.174927,55.009163,48.360367,CBSE,66.4212,2,Local,Medium,Low,PG,Rural,High,No,No,1
67.80411,76.327675,73.12616,CBSE,64.89638,1,Local,Medium,Low,Graduate,Rural,Medium,No,No,1
52.73787,85.78607,64.62346,ICSE,76.411095,1,Self Study,Medium,Low,Graduate,Rural,Medium,Yes,No,1
79.11174,78.183235,70.27101,CBSE,69.94465,1,FIITJEE,Medium,Low,Graduate,Semi-Urban,Low,Yes,No,1
57.43856,79.27733,64.3914,ICSE,60.529224,1,Local,Medium,Low,Graduate,Rural,High,No,No,1
62.18661,91.3504,59.199917,CBSE,67.82862,1,FIITJEE,High,Low,Graduate,Rural,Low,Yes,No,1
67.409424,45.437706,63.66511,ICSE,76.77056,1,FIITJEE,Low,Low,Graduate,Urban,High,No,No,1
75.8371,61.004723,59.93224,ICSE,93.414566,1,FIITJEE,Low,Low,HSC,Semi-Urban,Medium,Yes,No,1
88.99804,82.84841,91.85821,CBSE,72.41288,1,Local,Medium,Low,HSC,Semi-Urban,Low,No,No,1
63.34977,56.92328,50.796303,CBSE,85.00793,1,FIITJEE,Medium,Low,HSC,Urban,Low,No,No,1
74.02633,64.99272,43.82763,ICSE,81.58148,1,Allen,High,Low,HSC,Rural,Low,No,No,1
78.02634,63.78688,76.795906,ICSE,92.180786,1,Allen,Low,Low,Graduate,Urban,High,Yes,No,1
65.33067,68.05261,79.17577,CBSE,66.13443,1,Allen,High,Low,SSLC,Semi-Urban,High,No,No,1
75.41339,49.813015,74.49913,CBSE,65.53997,2,FIITJEE,Medium,Low,HSC,Rural,High,No,No,1
82.43721,59.550243,58.833813,CBSE,83.634995,1,Local,Low,Low,HSC,Rural,Low,Yes,No,1
76.212456,68.03474,72.95576,ICSE,74.58297,1,Allen,Low,Low,Graduate,Semi-Urban,Low,Yes,No,1
66.23749,53.574535,86.82981,ICSE,74.290245,1,Local,Low,Low,Graduate,Semi-Urban,Low,No,No,1
94.18361,75.19916,67.05039,CBSE,82.7538,2,Allen,High,Low,HSC,Semi-Urban,Low,No,No,1
55.596645,63.502922,52.43152,CBSE,69.797676,1,Allen,Low,Low,HSC,Semi-Urban,High,No,No,1
77.586525,66.15766,69.31959,CBSE,89.11139,1,Local,High,Low,PG,Rural,High,Yes,No,1
77.95255,59.269302,84.87668,ICSE,58.44903,2,Allen,Low,Low,Graduate,Rural,Low,Yes,No,1
99.654175,57.391838,70.14158,CBSE,72.6584,1,Local,Medium,Low,PG,Semi-Urban,High,No,No,1
68.258194,45.49783,64.429375,ICSE,67.8695,1,Local,Medium,Low,HSC,Semi-Urban,Medium,No,No,1
66.42862,55.36745,67.6172,CBSE,62.722736,1,Local,Low,Low,PG,Semi-Urban,Low,No,No,1
80.31577,84.86946,56.254314,CBSE,77.61975,1,Allen,Very Low,Low,HSC,Rural,High,No,No,1
43.738537,85.2699,71.97409,CBSE,62.76245,2,FIITJEE,Medium,Low,HSC,Rural,Low,Yes,No,1
53.94764,64.47265,55.196205,CBSE,72.59179,1,FIITJEE,Medium,Low,HSC,Semi-Urban,High,No,No,1
62.91903,61.25763,75.52874,CBSE,84.92886,1,Self Study,Medium,Low,PG,Rural,High,No,No,1
92.77364,45.657963,65.40793,State,72.88838,2,Self Study,Medium,Low,HSC,Semi-Urban,Low,No,No,1
75.773026,51.23977,52.557404,ICSE,69.37169,2,Local,High,Low,Graduate,Urban,High,No,No,1
62.452328,40.50019,65.31339,ICSE,72.95214,1,Local,Low,Low,HSC,Semi-Urban,Low,No,No,1
65.48446,70.87506,82.02074,CBSE,72.01902,1,FIITJEE,Low,Low,Graduate,Rural,Low,Yes,No,1
81.73212,73.903244,63.982758,CBSE,89.4758,1,FIITJEE,High,Low,PG,Semi-Urban,Medium,No,No,1
68.861176,70.89693,67.41303,ICSE,70.08482,1,FIITJEE,Very Low,High,Graduate,Rural,High,No,No,1
78.48903,65.384514,74.90806,CBSE,73.65033,1,Allen,Low,Low,Graduate,Urban,High,Yes,No,1
48.649628,43.48719,59.675564,CBSE,78.94084,1,Local,Medium,Low,PG,Rural,Medium,No,No,1
46.773373,43.46753,58.438797,ICSE,75.77813,2,Local,High,Low,PG,Rural,Low,Yes,No,1
98.327545,55.74934,69.99417,CBSE,74.22509,1,FIITJEE,High,Low,HSC,Semi-Urban,Low,No,No,1
65.44732,70.9041,81.75267,CBSE,72.33907,1,FIITJEE,Low,Low,Graduate,Rural,Low,Yes,No,1
97.56475,81.149605,67.84092,ICSE,73.563324,2,FIITJEE,Medium,Low,Graduate,Semi-Urban,High,Yes,No,1
90.44165,73.80892,54.38453,ICSE,72.4852,2,Allen,Low,High,SSLC,Semi-Urban,High,No,No,1
51.709774,73.01641,72.43125,CBSE,87.364296,1,Allen,Very Low,Low,SSLC,Semi-Urban,High,No,No,1
66.80529,65.32505,80.07145,CBSE,68.267586,2,FIITJEE,High,Low,HSC,Semi-Urban,High,No,No,1
64.85688,82.067566,86.99617,ICSE,68.047585,1,FIITJEE,Very Low,Low,HSC,Semi-Urban,High,No,No,1
79.04227,95.250984,58.34546,State,77.75709,1,Self Study,Medium,Low,PG,Urban,Low,No,No,1
74.27441,63.51592,83.3559,ICSE,62.76591,1,Local,Medium,Low,PG,Semi-Urban,Low,No,No,1
90.3693,73.41503,62.229424,ICSE,90.03033,1,Allen,Medium,Low,PG,Urban,High,No,No,1
50.05488,41.64414,61.1306,ICSE,81.14792,1,Local,Medium,Low,PG,Semi-Urban,Low,No,No,1
46.596905,78.44677,68.545555,ICSE,75.47777,1,Local,High,Low,HSC,Semi-Urban,Medium,No,No,1
47.54709,78.689445,68.23899,ICSE,75.60425,1,Local,High,Low,HSC,Rural,Medium,No,No,1
60.96441,56.583553,60.28847,CBSE,74.62441,1,Allen,Medium,High,PG,Semi-Urban,Low,Yes,No,1
71.819176,64.74692,83.91169,ICSE,62.348053,1,Local,High,Low,PG,Semi-Urban,High,No,No,1
61.366405,57.25945,59.95916,ICSE,74.09111,2,FIITJEE,Medium,Low,PG,Semi-Urban,Low,No,No,1
77.47995,62.56715,67.75533,ICSE,78.667435,1,Local,Very Low,Low,PG,Semi-Urban,High,Yes,No,1
83.73043,57.820488,85.664314,CBSE,65.01556,2,Local,Medium,Low,PG,Rural,High,No,No,1
87.5647,81.19787,86.51415,State,78.39019,1,Allen,Very Low,Low,PG,Rural,High,No,No,1
75.83127,68.487045,73.38926,ICSE,74.418205,2,Allen,Medium,Low,Graduate,Semi-Urban,Low,No,No,1
67.61751,87.866844,60.209267,CBSE,77.14259,1,FIITJEE,Low,Low,HSC,Rural,High,Yes,No,1
79.217125,63.670277,43.503742,ICSE,79.35011,1,Allen,High,Low,HSC,Rural,Low,No,No,1
77.032074,56.517273,64.06929,State,74.124115,2,Self Study,Very Low,Low,PG,Semi-Urban,High,Yes,No,1
75.86909,31.454937,63.088306,ICSE,76.86035,2,Allen,Very Low,High,PG,Semi-Urban,High,No,No,1
79.32671,64.77701,75.53033,ICSE,70.895615,1,FIITJEE,Low,Low,Graduate,Semi-Urban,High,No,No,1
83.204636,74.721375,74.288864,ICSE,79.173225,1,Local,High,Low,HSC,Semi-Urban,High,No,No,1
91.39326,74.15007,59.533146,CBSE,73.65476,2,Allen,Low,Low,HSC,Semi-Urban,High,No,No,1
75.783035,68.11116,56.422646,ICSE,81.61955,2,FIITJEE,Very Low,High,HSC,Semi-Urban,High,No,No,1
82.60847,68.919426,81.95659,ICSE,89.1741,1,Local,High,Low,PG,Rural,High,Yes,No,1
83.420815,57.950382,86.30315,CBSE,65.64588,1,Local,Medium,Low,PG,Rural,Low,No,No,1
88.16023,56.56411,62.2452,CBSE,76.991356,2,Local,Low,Low,HSC,Rural,Low,Yes,No,1
83.48482,83.516335,87.116066,ICSE,66.996315,2,Allen,Low,Low,Graduate,Rural,High,No,No,1
91.03173,72.62094,72.73809,CBSE,60.69529,2,FIITJEE,Low,Low,Graduate,Semi-Urban,Low,No,No,1
40.309956,63.018593,84.13569,CBSE,74.53086,1,FIITJEE,Medium,Low,HSC,Rural,High,No,No,1
49.864223,76.19348,74.97752,CBSE,71.77257,1,FIITJEE,Very Low,Low,HSC,Semi-Urban,Low,Yes,No,1
71.69271,61.476074,75.48408,CBSE,85.052635,1,Self Study,Low,High,HSC,Urban,High,No,No,1
68.24161,43.80605,63.16453,State,67.61388,1,Local,Medium,Low,PG,Semi-Urban,Low,No,No,1
81.671104,85.55226,90.007484,ICSE,92.12075,1,FIITJEE,Very High,Low,PG,Rural,High,No,No,1
96.91746,81.20117,91.002914,CBSE,65.60852,1,Local,Medium,Low,Graduate,Semi-Urban,High,No,No,1
92.18185,42.721977,68.77089,CBSE,79.11688,1,FIITJEE,Medium,Low,HSC,Rural,High,Yes,No,1
69.29553,68.89134,56.769466,State,70.786194,2,FIITJEE,Low,Low,Graduate,Rural,Medium,No,No,1
65.24533,76.78686,63.286095,CBSE,80.11638,2,Local,Low,Low,SSLC,Rural,Low,No,No,1
74.56932,43.38498,60.705093,State,70.53509,2,Allen,Very Low,High,PG,Semi-Urban,High,No,No,1
75.609764,68.05898,56.470684,ICSE,82.02073,2,FIITJEE,Very Low,High,HSC,Semi-Urban,High,Yes,No,1
84.377304,50.869568,90.50054,ICSE,65.154625,1,Allen,High,Low,PG,Rural,Low,No,No,1
36.32717,64.031525,83.46107,CBSE,74.12395,1,FIITJEE,Medium,Low,PG,Semi-Urban,High,No,No,1
78.503006,63.693718,86.083824,CBSE,86.91383,1,Allen,Very Low,Low,HSC,Semi-Urban,High,No,No,1
84.96878,67.28399,100.0,CBSE,71.151054,1,FIITJEE,Low,Low,HSC,Semi-Urban,Medium,No,No,1
53.884735,57.23053,70.1435,CBSE,67.5225,2,FIITJEE,Low,Low,PG,Semi-Urban,Low,No,No,1
47.96459,41.87144,59.548397,CBSE,82.55184,1,Local,Low,Low,PG,Rural,Low,No,No,1
73.413155,66.27578,76.89516,CBSE,82.97281,1,Local,Very Low,High,Graduate,Semi-Urban,High,No,Yes,1
91.89334,61.401413,66.703415,CBSE,79.7083,1,FIITJEE,High,Low,HSC,Semi-Urban,High,Yes,No,1
94.50767,54.171543,56.937664,State,85.2495,1,Local,Low,Low,Graduate,Semi-Urban,High,No,No,1
54.403812,57.974945,74.386406,CBSE,69.36577,1,FIITJEE,High,Low,SSLC,Rural,Low,No,No,1
53.25217,60.484707,77.43179,CBSE,71.06055,2,FIITJEE,Medium,Low,Graduate,Semi-Urban,High,Yes,No,1
65.94551,63.438248,81.310745,CBSE,69.10183,1,Local,High,Low,Graduate,Rural,Low,No,No,1
89.39719,89.88832,53.133923,CBSE,57.38947,1,FIITJEE,Low,Low,HSC,Urban,Low,Yes,No,1
54.694016,48.93254,70.10504,CBSE,96.87644,1,FIITJEE,High,Low,PG,Semi-Urban,Low,No,No,1
76.62295,69.467575,57.099735,CBSE,81.75867,1,Allen,Very Low,High,HSC,Semi-Urban,High,Yes,No,1
78.11944,70.52079,74.36409,CBSE,74.50874,1,Allen,High,Low,Graduate,Semi-Urban,High,No,No,1
74.65222,95.594795,59.958817,ICSE,74.29794,1,Allen,Medium,Low,Graduate,Rural,High,Yes,No,1
96.13858,71.57362,74.037285,CBSE,60.721546,2,Allen,Low,High,Graduate,Semi-Urban,High,Yes,No,1
76.38825,64.76811,75.21506,CBSE,83.71282,1,Local,Very Low,High,HSC,Urban,High,No,Yes,1
53.009403,58.577316,68.43044,ICSE,69.02682,2,Local,Low,Low,HSC,Semi-Urban,Low,No,No,1
66.680534,75.884445,75.148994,ICSE,69.64813,2,FIITJEE,High,Low,HSC,Rural,Low,Yes,No,1
78.291176,75.4485,61.697773,CBSE,61.424362,2,FIITJEE,Very Low,Low,PG,Semi-Urban,High,No,No,1
50.131084,50.703022,47.1371,CBSE,70.77612,1,FIITJEE,High,Low,Graduate,Rural,High,No,No,1
84.58034,75.79853,88.2547,CBSE,73.0413,1,Local,Low,Low,PG,Semi-Urban,High,No,No,1
75.53886,53.36416,77.72708,CBSE,66.96973,1,Allen,Low,Low,PG,Semi-Urban,Medium,No,No,1
81.56163,75.915825,57.763123,ICSE,85.448364,2,Local,Very Low,High,SSLC,Urban,Low,No,No,1
87.10274,57.522137,61.592117,CBSE,78.31218,2,Local,Low,Low,PG,Rural,High,Yes,No,1
76.101845,99.90786,62.97568,ICSE,60.202114,1,Local,High,Low,HSC,Rural,Low,Yes,No,1
58.85107,78.27469,79.71013,ICSE,70.800545,1,Allen,Medium,Low,SSLC,Semi-Urban,Low,No,No,1
77.216805,72.21151,60.705814,ICSE,71.92011,1,Local,Medium,Low,Graduate,Semi-Urban,Low,No,No,1
74.15414,53.496925,82.73961,CBSE,71.72386,2,Allen,Very Low,Low,HSC,Rural,High,No,No,1
72.33381,70.29706,44.810524,ICSE,85.4597,1,FIITJEE,Medium,Low,HSC,Rural,Low,Yes,No,1
85.91335,79.987335,78.4964,State,78.77245,1,Allen,Medium,Low,Graduate,Rural,Low,No,No,1
99.31061,67.88445,64.07317,State,70.325775,1,Local,Low,High,PG,Semi-Urban,High,No,No,1
82.315025,72.888115,65.95226,ICSE,80.34049,2,Allen,Low,High,PG,Urban,High,No,No,1
65.43774,59.840313,54.85273,CBSE,77.247734,1,FIITJEE,Low,Low,Graduate,Semi-Urban,High,No,No,1
94.249626,47.7224,70.92382,CBSE,78.682655,1,Self Study,Medium,Low,PG,Semi-Urban,High,No,No,1
90.66135,73.091125,52.852356,ICSE,72.328,2,Allen,Very Low,High,SSLC,Semi-Urban,High,No,No,1
78.71256,59.1119,60.989254,CBSE,70.76948,1,Allen,Medium,Low,PG,Semi-Urban,High,No,No,1
62.183834,48.93982,76.00953,CBSE,65.263435,1,FIITJEE,Low,High,Graduate,Urban,High,No,No,1
55.876827,89.232124,60.68451,CBSE,65.28181,1,FIITJEE,Low,High,Graduate,Semi-Urban,High,Yes,No,1
73.94911,80.33517,71.32617,ICSE,84.495995,2,FIITJEE,Low,High,Graduate,Semi-Urban,Low,Yes,No,1
97.02314,33.416164,51.175964,ICSE,84.10045,1,FIITJEE,Low,Low,Graduate,Rural,High,No,No,1
40.043182,70.56674,76.86396,CBSE,69.83319,1,Local,Low,Low,PG,Urban,Low,No,No,1
52.210495,100.0,52.14212,CBSE,69.656845,1,FIITJEE,Medium,Low,HSC,Rural,High,Yes,No,1
69.66989,88.343315,67.069885,CBSE,82.463356,1,Local,Medium,Low,PG,Rural,High,No,No,1
52.309544,71.580894,78.15511,State,64.32242,1,Allen,Low,Low,HSC,Semi-Urban,Low,No,No,1
77.48055,49.453094,73.98727,CBSE,67.08934,1,Local,Low,Low,HSC,Semi-Urban,Low,No,No,1
70.24423,97.376175,81.19367,ICSE,71.24993,1,Local,Low,Low,HSC,Rural,Low,No,No,1
64.00592,60.83409,55.589245,CBSE,80.88594,1,FIITJEE,Low,Low,HSC,Urban,High,No,No,1
82.02628,45.198097,57.89047,CBSE,74.90383,1,FIITJEE,Very Low,High,PG,Urban,High,No,Yes,1
57.860146,70.01855,68.55474,State,77.464836,1,Allen,Medium,Low,Graduate,Semi-Urban,High,No,No,1
71.14419,69.307,55.042915,ICSE,89.80361,1,Allen,Medium,Low,Graduate,Rural,High,Yes,No,1
46.65714,57.056778,66.19805,ICSE,68.33684,1,Allen,Medium,High,Graduate,Semi-Urban,Low,No,No,1
51.100918,76.71977,63.734264,ICSE,86.764084,1,Local,Low,Low,Graduate,Semi-Urban,High,No,No,1
65.56518,55.668034,77.906425,ICSE,55.831398,1,FIITJEE,Very Low,High,HSC,Urban,High,No,No,1
87.63184,74.02192,81.49056,CBSE,88.219124,1,FIITJEE,Low,Low,HSC,Urban,Low,No,No,1
53.928963,44.955982,54.651665,State,79.72824,1,FIITJEE,Low,Low,HSC,Rural,Low,No,No,1
88.873184,84.09244,78.12748,ICSE,73.4603,1,FIITJEE,Low,Low,Graduate,Semi-Urban,Low,Yes,No,1
54.61748,47.776413,85.40855,CBSE,84.570076,1,Allen,Medium,Low,PG,Semi-Urban,Low,No,No,1
78.1777,58.014153,65.26092,ICSE,73.99826,1,Self Study,Low,Low,PG,Rural,Low,Yes,No,1
57.825348,65.95684,56.141567,ICSE,70.66044,1,Allen,Low,Low,HSC,Semi-Urban,High,No,No,1
78.79109,64.20603,85.74671,CBSE,87.02089,1,Allen,Very Low,Low,HSC,Semi-Urban,High,No,No,1
66.291824,82.523575,86.60816,ICSE,77.697395,1,Allen,Very Low,Low,HSC,Semi-Urban,High,No,No,1
53.999794,81.73792,68.303604,CBSE,68.93845,2,FIITJEE,Low,Low,Graduate,Semi-Urban,High,No,No,1
73.20542,52.93527,82.70535,CBSE,63.70408,1,FIITJEE,High,Low,SSLC,Rural,High,Yes,No,1
70.85704,38.558666,70.12608,State,66.46584,1,FIITJEE,High,Low,PG,Semi-Urban,Low,No,No,1
49.58397,68.75043,74.87131,CBSE,85.46146,1,Local,Low,High,PG,Semi-Urban,High,No,No,1
46.455265,55.9651,66.751564,ICSE,67.28835,1,Allen,Medium,Low,Graduate,Rural,Low,No,No,1
64.22943,71.47195,82.04511,State,86.7528,1,FIITJEE,Medium,Low,Graduate,Semi-Urban,High,No,No,1
61.71249,48.00343,87.60588,CBSE,67.26532,1,Allen,Low,Low,PG,Rural,High,Yes,No,1
77.47904,49.715584,54.68191,ICSE,70.57613,1,FIITJEE,Very Low,High,Graduate,Semi-Urban,High,No,No,1
78.5048,41.973248,67.39699,State,75.17114,2,Local,Very Low,Low,Graduate,Semi-Urban,Low,No,No,1
51.147114,54.396103,47.31502,CBSE,68.99133,2,Allen,High,Low,HSC,Semi-Urban,High,No,No,1
68.421,98.74098,79.26607,CBSE,65.71684,2,Local,Low,Low,Graduate,Rural,High,No,No,1
79.514435,73.43182,64.50875,CBSE,83.36419,1,Allen,Low,High,HSC,Urban,High,Yes,No,1
96.65444,57.7709,92.735,ICSE,72.30088,2,Local,Very High,Low,Graduate,Semi-Urban,Low,No,No,1
73.42662,63.84325,60.176254,ICSE,68.848694,2,Allen,Medium,Low,Graduate,Rural,Medium,Yes,No,1
60.62013,57.10655,74.29361,ICSE,70.74302,1,FIITJEE,Medium,Low,PG,Semi-Urban,Low,No,No,1
97.216705,63.894527,63.204056,ICSE,66.02274,1,Allen,Medium,Low,PG,Urban,High,No,No,1
67.30298,77.86757,63.293663,CBSE,78.05206,1,Local,Medium,Low,PG,Rural,Low,No,No,1
54.03125,66.317474,67.37713,CBSE,68.10395,1,FIITJEE,Low,Low,PG,Rural,High,No,No,1
74.267235,64.48691,53.70128,ICSE,76.9372,2,FIITJEE,Very Low,Low,HSC,Rural,Medium,No,No,1
76.61528,65.14563,68.94037,ICSE,69.76136,1,Allen,High,Low,HSC,Semi-Urban,High,No,No,1
81.741615,73.86449,63.97678,CBSE,89.39317,1,Allen,High,High,HSC,Urban,Low,Yes,No,1
68.008736,68.45812,79.46574,ICSE,60.519127,1,FIITJEE,Medium,Low,SSLC,Semi-Urban,Low,No,No,1
84.06037,75.33959,78.85414,ICSE,62.85023,1,FIITJEE,High,Low,Graduate,Semi-Urban,Medium,Yes,No,1
54.11429,58.802074,75.37777,CBSE,69.02635,2,FIITJEE,High,Low,PG,Rural,Low,No,No,1
54.64007,41.480442,62.062164,ICSE,78.39318,2,Self Study,Medium,Low,SSLC,Urban,Low,No,No,1
79.13439,62.506725,60.576324,CBSE,79.97327,1,FIITJEE,Very Low,High,PG,Rural,High,No,No,1
85.33265,88.93594,60.822926,CBSE,82.60691,1,Local,Very Low,Low,PG,Rural,Low,No,No,1
57.330235,43.328213,88.02564,ICSE,67.426315,1,Allen,Low,Low,HSC,Rural,High,Yes,No,1
47.70485,60.694374,63.717,State,71.068924,1,FIITJEE,Very Low,High,Graduate,Semi-Urban,High,No,No,1
80.80358,35.816967,57.003647,ICSE,65.323204,2,FIITJEE,Medium,Low,PG,Semi-Urban,High,No,No,1
89.65424,61.038063,74.35899,ICSE,96.35829,1,Local,Very Low,High,HSC,Rural,High,No,No,1
84.31356,45.257473,74.89908,CBSE,66.131165,1,Self Study,Low,Low,HSC,Rural,High,No,No,1
85.18401,44.07685,71.79941,CBSE,64.94701,1,Local,Low,Low,HSC,Rural,High,Yes,No,1
72.35893,72.68445,52.66123,ICSE,70.59996,2,Self Study,Medium,Low,HSC,Semi-Urban,High,No,No,1
91.1779,72.045265,50.519794,CBSE,71.36647,2,Allen,Very Low,High,PG,Rural,High,No,No,1
93.160904,49.864864,70.73467,CBSE,80.441315,1,Local,Medium,Low,PG,Rural,High,No,No,1
63.40844,70.19887,69.22623,CBSE,92.39198,1,Local,Medium,Low,HSC,Urban,Low,No,No,1
81.77677,37.56596,51.15983,CBSE,68.18113,2,Local,High,Low,PG,Semi-Urban,High,No,No,1
79.38344,62.358025,79.58979,CBSE,76.4311,2,FIITJEE,Medium,Low,PG,Semi-Urban,Low,No,No,1
57.657944,39.52542,80.60814,CBSE,55.663456,1,Local,Very Low,High,PG,Rural,High,No,No,1
68.8163,36.529808,75.404335,State,67.35171,1,Self Study,Very Low,Low,PG,Semi-Urban,Medium,No,No,1
50.979095,50.33165,47.63837,CBSE,69.79347,1,Self Study,High,Low,HSC,Rural,Low,No,No,1
71.284744,38.414356,74.05495,ICSE,84.93556,1,FIITJEE,Low,Low,HSC,Rural,Medium,No,No,1
63.74024,58.698833,68.010994,ICSE,63.124912,1,FIITJEE,Low,Low,HSC,Semi-Urban,Low,No,No,1
69.70422,54.162716,95.02029,ICSE,78.627396,1,Local,Very Low,Low,HSC,Semi-Urban,Medium,No,No,1
83.671936,88.99739,85.46573,ICSE,77.50517,2,Local,Very Low,Low,Graduate,Rural,High,Yes,No,1
80.91885,37.91175,57.971127,ICSE,68.78392,1,FIITJEE,Medium,Low,PG,Semi-Urban,High,No,No,1
91.25727,53.597023,63.073605,ICSE,74.11631,2,Local,Medium,Low,Graduate,Rural,Low,Yes,No,1
